id,me,tema,enunciado,alternativa_a,alternativa_b,alternativa_c,alternativa_d,correta,explicacao,justificativa_a,justificativa_b,justificativa_c,justificativa_d
sim-me2simuladosemestral150questoeshtml-27,ME2,,"Caso Clínico: Paciente de 52 anos recebe bloqueio do plexo braquial via axilar com bupivacaína 0,5% 30 mL sem adrenalina. Cerca de 60 segundos após a injeção, apresenta convulsão tônico-clônica generalizada e logo depois colapso cardiovascular (assistolia).

Ponto 24 — Q26 — CASO CLÍNICO Caso Clínico: Paciente de 52 anos recebe bloqueio do plexo braquial via axilar com bupivacaína 0,5% 30 mL sem adrenalina. Cerca de 60 segundos após a injeção, apresenta convulsão tônico-clônica generalizada e logo depois colapso cardiovascular (assistolia). 26. Qual é a conduta imediata mais importante nesse caso de toxicidade sistêmica por anestésico local (LAST)?",Lidocaína IV 1 mg/kg para tratar a arritmia precipitada pelo anestésico local,"Emulsão lipídica 20% (Intralipid) — bolus 1,5 mL/kg IV seguido de infusão contínua 0,25 mL/kg/min, além de suporte de ACLS com adrenalina em doses reduzidas","Bicarbonato de sódio 8,4% 2 mEq/kg IV para alcalinizar e ionizar a bupivacaína","Amiodarona 300 mg IV e cardioversão imediata || E) Naloxona 0,4 mg IV pela possível associação de opioide peridural",A,Alternativa E preservada junto da D para compatibilidade.,,,,
sim-me2simuladosemestral150questoeshtml-28,ME2,,Ponto 24 — Q27 27. Qual propriedade físico-química dos anestésicos locais determina principalmente a DURAÇÃO de ação?,pKa — determina a fração ionizada em pH fisiológico,"Lipossolubilidade — determina a afinidade pela membrana lipídica e potência, mas a duração depende principalmente da ligação a proteínas plasmáticas",Peso molecular — moléculas maiores difundem mais lentamente e agem mais tempo,pH da solução — soluções mais alcalinas agem por mais tempo || E) Concentração da solução — concentrações maiores sempre prolongam a duração,A,Alternativa E preservada junto da D para compatibilidade.,,,,
sim-me2simuladosemestral150questoeshtml-29,ME2,,"Caso Clínico: Durante bloqueio intercostal bilateral para analgesia pós-toracotomia, utiliza-se lidocaína 1,5% com adrenalina 1:200.000 em volumes bilaterais. Após 10 minutos, o paciente queixa-se de zumbido, sabor metálico e visão turva; em seguida apresenta agitação psicomotora.

Ponto 24 — Q28 — CASO CLÍNICO Caso Clínico: Durante bloqueio intercostal bilateral para analgesia pós-toracotomia, utiliza-se lidocaína 1,5% com adrenalina 1:200.000 em volumes bilaterais. Após 10 minutos, o paciente queixa-se de zumbido, sabor metálico e visão turva; em seguida apresenta agitação psicomotora. 28. Os sinais descritos representam toxicidade por anestésico local no SNC. Qual a sequência correta de manifestações em ordem crescente de gravidade?",Convulsões → depressão respiratória → zumbido/formigamento → coma,"Zumbido, visão turva, gosto metálico → agitação/tremores → convulsões → depressão do SNC → parada respiratória",Colapso cardiovascular → convulsões → zumbido → depressão do SNC,Bradicardia → hipotensão → bloqueio AV → assistolia → convulsões || E) Coma súbito → convulsões → zumbido → recuperação espontânea,A,Alternativa E preservada junto da D para compatibilidade.,,,,
sim-me2simuladosemestral150questoeshtml-3,ME2,,"Ponto 20 — Q2 2. Qual anestésico inalatório possui o menor coeficiente de solubilidade sangue:gás, proporcionando a indução e recuperação mais rápidas?","Isoflurano (1,46)","Sevoflurano (0,65)","Desflurano (0,42)","Óxido nitroso (0,47) || E) Halotano (2,4)",A,Alternativa E preservada junto da D para compatibilidade.,,,,
sim-me2simuladosemestral150questoeshtml-30,ME2,,"Ponto 24 — Q29 29. Qual anestésico local é o ÚNICO que causa vasoconstrição intrínseca (sem adrenalina), resultando em menor absorção sistêmica e duração de ação prolongada na mucosa nasal?",Bupivacaína,Ropivacaína,Lidocaína,Cocaína || E) Mepivacaína,A,Alternativa E preservada junto da D para compatibilidade.,,,,
sim-me2simuladosemestral150questoeshtml-31,ME2,,"Caso Clínico: Paciente de 40 anos necessita de cirurgia no antebraço distal e mão. O anestesiologista planeja bloqueio do plexo braquial. Considerando que o procedimento envolve apenas a superfície ulnar da mão e 4º e 5º dedos, qual abordagem é mais adequada?

Ponto 25 — Q30 — CASO CLÍNICO Caso Clínico: Paciente de 40 anos necessita de cirurgia no antebraço distal e mão. O anestesiologista planeja bloqueio do plexo braquial. Considerando que o procedimento envolve apenas a superfície ulnar da mão e 4º e 5º dedos, qual abordagem é mais adequada? 30. O bloqueio do plexo braquial que fornece melhor cobertura para a região ulnar da mão com menor risco de pneumotórax é:","Interescalênico — aborda o plexo entre os músculos escalenos anterior e médio, cobrindo C5-C7","Supraclavicular — aborda o plexo no ""ponto de convergência"", com cobertura de C5-T1 mas risco de pneumotórax",Infraclavicular — aborda os fascículos e tem boa cobertura de C8-T1 com baixo risco de pneumotórax,"Axilar — aborda os nervos terminais na axila, com boa cobertura de C8-T1 (ulnar/mediano) sem risco de pneumotórax || E) Interescalênico baixo (C8-T1) — melhor cobertura para o nervo ulnar sem riscos pleurais",A,Alternativa E preservada junto da D para compatibilidade.,,,,
sim-me2simuladosemestral150questoeshtml-32,ME2,,"Ponto 25 — Q31 31. Para analgesia em cirurgia de joelho (ATJ), o bloqueio seletivo que preserva a força do quadríceps (possibilitando deambulação precoce) e bloqueia a dor anterior do joelho é:",Bloqueio do nervo ciático proximal,Bloqueio do nervo femoral 3-em-1,Bloqueio do canal dos adutores (nervo safeno + ramos do nervo para o vasto medial),Bloqueio do compartimento do psoas || E) Bloqueio do nervo obturador isolado,A,Alternativa E preservada junto da D para compatibilidade.,,,,
sim-me2simuladosemestral150questoeshtml-33,ME2,,"Caso Clínico: Paciente de 65 anos, submetida a mastectomia radical com esvaziamento axilar, recebe bloqueio do plano do serrátil anterior (SAP block) para analgesia multimodal pós-operatória.

Ponto 25 — Q32 — CASO CLÍNICO Caso Clínico: Paciente de 65 anos, submetida a mastectomia radical com esvaziamento axilar, recebe bloqueio do plano do serrátil anterior (SAP block) para analgesia multimodal pós-operatória. 32. Qual nervo é o principal alvo do bloqueio do plano do serrátil (SAP block superficial) e qual é sua origem?",Nervo torácico longo (C5-C7) — motor para o serrátil anterior,Nervo intercostobraquial (T2) — sensitivo para a axila e face medial do braço,Nervo torácico lateral e medial — motores para o peitoral,Nervos intercostais T2-T6 (ramos cutâneos laterais) — sensitivos para a parede torácica lateral || E) Nervo torácico dorsal (C6-C8) — motor para o grande dorsal,A,Alternativa E preservada junto da D para compatibilidade.,,,,
sim-me2simuladosemestral150questoeshtml-34,ME2,,"Ponto 25 — Q33 33. A vantagem do uso de ultrassonografia guiada em bloqueios de nervos periféricos inclui TODOS os seguintes, EXCETO:","Visualização direta da agulha, nervo e estruturas vasculares adjacentes",Redução do volume de anestésico local necessário,Diminuição da incidência de injeção intravascular acidental,Eliminação completa do risco de toxicidade sistêmica por anestésico local || E) Capacidade de visualizar a dispersão do anestésico local ao redor do nervo,A,Alternativa E preservada junto da D para compatibilidade.,,,,
sim-me2simuladosemestral150questoeshtml-35,ME2,,"Caso Clínico: Paciente de 55 anos com fratura de fêmur proximal aguarda cirurgia. Para analgesia preoperatória, o residente propõe bloqueio do nervo femoral. O staff propõe bloqueio do plano da fáscia ilíaca (FICB).

Ponto 25 — Q34 — CASO CLÍNICO Caso Clínico: Paciente de 55 anos com fratura de fêmur proximal aguarda cirurgia. Para analgesia preoperatória, o residente propõe bloqueio do nervo femoral. O staff propõe bloqueio do plano da fáscia ilíaca (FICB). 34. Qual a principal vantagem do FICB em relação ao bloqueio do nervo femoral isolado para esta situação?",Menor risco de hematoma por ser feito mais distante da artéria femoral,"Bloqueio simultâneo dos nervos femoral, cutâneo lateral da coxa e obturador, cobrindo melhor a dor do quadril e coxofemoral",Maior duração de ação por depositar o anestésico em compartimento fascial fechado,"Não requer guia de ultrassom, sendo mais seguro que o bloqueio femoral guiado || E) Bloqueia exclusivamente o nervo femoral com menor volume de anestésico",A,Alternativa E preservada junto da D para compatibilidade.,,,,
sim-me2simuladosemestral150questoeshtml-36,ME2,,"Caso Clínico: Paciente de 32 anos, 68 kg, recebe raquianestesia com bupivacaína hiperbárica 0,5% 15 mg + fentanil 20 mcg para cesariana. Dois minutos após o decúbito dorsal, desenvolve hipotensão (PA 80/45 mmHg) e náusea intensa.

Ponto 26 — Q35 — CASO CLÍNICO Caso Clínico: Paciente de 32 anos, 68 kg, recebe raquianestesia com bupivacaína hiperbárica 0,5% 15 mg + fentanil 20 mcg para cesariana. Dois minutos após o decúbito dorsal, desenvolve hipotensão (PA 80/45 mmHg) e náusea intensa. 35. O mecanismo principal da hipotensão arterial na raquianestesia para cesariana é:",Cardiotoxicidade direta da bupivacaína com disfunção miocárdica,"Bloqueio simpático com vasodilatação + compressão aortocava pelo útero gravídico, reduzindo o retorno venoso",Depressão do centro vasomotor bulbar pelo fentanil intratecal,Reação vagal por punção da dura-máter com agulha de grande calibre || E) Vasodilatação cutânea excessiva com redistribuição periférica do volume,A,Alternativa E preservada junto da D para compatibilidade.,,,,
sim-me2simuladosemestral150questoeshtml-37,ME2,,"Ponto 26 — Q36 36. Qual é a complicação mais comum da raquianestesia, com incidência maior após uso de agulhas de grande calibre e ponta cortante, e que se manifesta como cefaleia postural?",Síndrome da cauda equina,Cefaleia pós-punção dural (CPPD),Meningite asséptica química,Aracnoidite adesiva || E) Neurotoxicidade por lidocaína (TNS — Transient Neurologic Symptoms),A,Alternativa E preservada junto da D para compatibilidade.,,,,
sim-me2simuladosemestral150questoeshtml-38,ME2,,"Caso Clínico: Paciente de 28 anos submetida a parto vaginal sob raquianestesia. No 2º dia pós-operatório, queixa-se de cefaleia intensa frontal e occipital, pior na posição sentada e ortostática, que melhora completamente em decúbito dorsal. FR 16 irpm, sem febre.

Ponto 26 — Q37 — CASO CLÍNICO Caso Clínico: Paciente de 28 anos submetida a parto vaginal sob raquianestesia. No 2º dia pós-operatório, queixa-se de cefaleia intensa frontal e occipital, pior na posição sentada e ortostática, que melhora completamente em decúbito dorsal. FR 16 irpm, sem febre. 37. Após falha do tratamento conservador (repouso, hidratação, analgésicos), qual é o tratamento de segunda linha mais eficaz para cefaleia pós-punção dural?",Corticoide sistêmico (dexametasona 8 mg IV) por 3 dias,Blood patch epidural (injeção de 15–20 mL de sangue autólogo no espaço peridural),Cafeína oral 300 mg 3x/dia por 5 dias,Retomada da raquianestesia com agulha de menor calibre para redistribuir o LCR || E) Gabapentina 300 mg 8/8h por 7 dias,A,Alternativa E preservada junto da D para compatibilidade.,,,,
sim-me2simuladosemestral150questoeshtml-39,ME2,,Ponto 26 — Q38 38. A adição de morfina intratecal à raquianestesia para cirurgia de grande porte promove analgesia prolongada. Qual é o principal efeito adverso tardio (6–12 horas) que exige monitorização específica?,Hipotensão ortostática por vasodilatação sistêmica,Depressão respiratória tardia por migração rostral da morfina no LCR até o centro respiratório bulbar,Bloqueio motor residual dos membros inferiores,Convulsões por toxicidade do preservante (morfina com conservante) || E) Hipertensão intracraniana por aumento da pressão do LCR,A,Alternativa E preservada junto da D para compatibilidade.,,,,
sim-me2simuladosemestral150questoeshtml-4,ME2,,"Caso Clínico: Paciente de 72 anos, 58 kg, submetido a colecistectomia laparoscópica sob sevoflurano com fluxo de gás fresco baixo (0,5 L/min) por 2 horas. A cal sodada está seca e com temperatura elevada.

Ponto 20 — Q3 — CASO CLÍNICO Caso Clínico: Paciente de 72 anos, 58 kg, submetido a colecistectomia laparoscópica sob sevoflurano com fluxo de gás fresco baixo (0,5 L/min) por 2 horas. A cal sodada está seca e com temperatura elevada. 3. Qual composto nefrotóxico produzido pela degradação do sevoflurano em cal sodada aquecida representa risco nessa situação?",Ácido tricloroacético,"Composto A (fluorometil-2,2-difluoro-1-(trifluorometil)vinil éter)",Monóxido de carbono,Flúor inorgânico em concentração hepatotóxica isolada || E) Brometo de metila,A,Alternativa E preservada junto da D para compatibilidade.,,,,
sim-me2simuladosemestral150questoeshtml-40,ME2,,"Caso Clínico: Para analgesia de parto, cateter peridural é inserido em L3-L4. Antes da dose terapêutica, administra-se dose-teste com lidocaína 1,5% 3 mL + adrenalina 1:200.000 (15 mcg). Em 60 segundos, a parturiente apresenta FC 128 bpm (aumento de 30 bpm), relata palpitações e sensação de ""coração acelerado"".

Ponto 27 — Q39 — CASO CLÍNICO Caso Clínico: Para analgesia de parto, cateter peridural é inserido em L3-L4. Antes da dose terapêutica, administra-se dose-teste com lidocaína 1,5% 3 mL + adrenalina 1:200.000 (15 mcg). Em 60 segundos, a parturiente apresenta FC 128 bpm (aumento de 30 bpm), relata palpitações e sensação de ""coração acelerado"". 39. O resultado da dose-teste indica:",Reação vagal por ansiedade — prosseguir com dose plena,Posicionamento intravascular do cateter — a taquicardia por adrenalina intravascular confirma injeção IV,Bloqueio peridural adequado com início de analgesia — a taquicardia é reflexa por vasodilatação,Absorção sistêmica de lidocaína com efeito cronotrópico positivo || E) Falso positivo — aguardar 5 minutos e repetir a dose-teste antes de concluir,A,Alternativa E preservada junto da D para compatibilidade.,,,,
sim-me2simuladosemestral150questoeshtml-41,ME2,,Ponto 27 — Q40 40. A principal diferença farmacodinâmica entre a anestesia peridural e a subaracnóidea em relação à velocidade de instalação e ao risco de hipotensão é:,"A peridural instala mais lentamente, pois o anestésico precisa difundir pela dura-máter; esse início gradual permite ajuste hemodinâmico mais progressivo com menor queda pressórica súbita",A peridural e a raquianestesia têm instalação igualmente rápida quando se usa bupivacaína nas duas técnicas,A peridural causa hipotensão mais grave por bloquear um número maior de dermátomos,A raquianestesia tem instalação mais lenta por a bupivacaína hiperbárica precisar migrar pelo LCR || E) Não há diferença clínica relevante no padrão hemodinâmico entre as duas técnicas,A,Alternativa E preservada junto da D para compatibilidade.,,,,
sim-me2simuladosemestral150questoeshtml-42,ME2,,"Caso Clínico: Paciente em trabalho de parto com analgesia peridural recebe acidentalmente 20 mL de bupivacaína 0,5% no espaço subaracnóideo (punção inadvertida da dura-máter com a agulha de Tuohy). Em segundos, apresenta apneia, hipotensão severa e perda de consciência.

Ponto 27 — Q41 — CASO CLÍNICO Caso Clínico: Paciente em trabalho de parto com analgesia peridural recebe acidentalmente 20 mL de bupivacaína 0,5% no espaço subaracnóideo (punção inadvertida da dura-máter com a agulha de Tuohy). Em segundos, apresenta apneia, hipotensão severa e perda de consciência. 41. Este quadro corresponde a qual complicação e qual é a conduta imediata?","Toxicidade sistêmica por bupivacaína — Intralipid 20% bolus 1,5 mL/kg","Raquianestesia total (high spinal) — intubação orotraqueal imediata, vasopressores e suporte hemodinâmico agressivo",Embolia pulmonar maciça — adrenalina e trombólise,"Síncope vasovagal por dor — Trendelenburg e atropina 0,5 mg IV || E) Reação anafilática à bupivacaína — adrenalina 0,3 mg IM",A,Alternativa E preservada junto da D para compatibilidade.,,,,
sim-me2simuladosemestral150questoeshtml-43,ME2,,"Ponto 27 — Q42 42. Qual anestésico local é o preferido para analgesia peridural em obstetrícia por apresentar maior bloqueio diferencial (sensitivo > motor), menor toxicidade cardíaca em relação à bupivacaína racêmica e boa duração de ação?",Lidocaína 1% — início rápido e bom diferencial sensitivo/motor,"Bupivacaína 0,5% — concentração padrão para analgesia de parto","Ropivacaína 0,1–0,2% — enantiômero S puro com menor cardiotoxicidade e bom bloqueio diferencial","Mepivacaína 0,5% — meia-vida curta favorece progressão para o parto || E) Clorprocaína 3% — rapidez de ação é a principal vantagem em obstetrícia",A,Alternativa E preservada junto da D para compatibilidade.,,,,
sim-me2simuladosemestral150questoeshtml-44,ME2,,"Caso Clínico: Paciente em uso de enoxaparina 40 mg SC 1x/dia para TVP profilática. Necessita de anestesia peridural para cirurgia eletiva de quadril.

Ponto 27 — Q43 — CASO CLÍNICO Caso Clínico: Paciente em uso de enoxaparina 40 mg SC 1x/dia para TVP profilática. Necessita de anestesia peridural para cirurgia eletiva de quadril. 43. Segundo as diretrizes de anestesia regional em pacientes anticoagulados (ASRA), o intervalo mínimo entre a ÚLTIMA dose de enoxaparina profilática e a punção peridural deve ser de:",4 horas,8 horas,12 horas,24 horas || E) 48 horas,A,Alternativa E preservada junto da D para compatibilidade.,,,,
sim-me2simuladosemestral150questoeshtml-45,ME2,,"Ponto 28 — Q44 44. Na escala de Mallampati modificada (Samsoon & Young), qual achado classifica o paciente como Mallampati IV e indica alta probabilidade de laringoscopia difícil?","Visualização do palato mole, fauces, úvula e pilares amigdalianos","Visualização do palato mole, fauces e úvula apenas",Visualização do palato mole e base da úvula,"Visualização apenas do palato duro, sem visibilidade do palato mole || E) Visualização do palato mole com úvula desviada para a direita",A,Alternativa E preservada junto da D para compatibilidade.,,,,
sim-me2simuladosemestral150questoeshtml-46,ME2,,"Caso Clínico: Paciente de 48 anos, 110 kg, IMC 38 kg/m², pescoço curto (distância tireomentoniana 5 cm), abertura bucal 3 cm, Mallampati III, história de ronco e SAOS. Laringoscopia direta classifica Cormack-Lehane III (visualização apenas da epiglote).

Ponto 28 — Q45 — CASO CLÍNICO Caso Clínico: Paciente de 48 anos, 110 kg, IMC 38 kg/m², pescoço curto (distância tireomentoniana 5 cm), abertura bucal 3 cm, Mallampati III, história de ronco e SAOS. Laringoscopia direta classifica Cormack-Lehane III (visualização apenas da epiglote). 45. Qual dispositivo de segunda geração é recomendado como primeira escolha resgate após 2 tentativas malsucedidas de intubação orotraqueal por laringoscopia direta neste paciente?",Cânula orofaríngea de Guedel de tamanho maior,"Videolaringoscópio (ex: GlideScope, C-MAC) — melhora o ângulo de visão e aumenta a taxa de sucesso",Fibrobroncoscópio flexível sob anestesia tópica com paciente acordado,Cricotireoidostomia cirúrgica de emergência || E) Máscara laríngea clássica de 2ª geração e extubação diferida,A,Alternativa E preservada junto da D para compatibilidade.,,,,
sim-me2simuladosemestral150questoeshtml-47,ME2,,"Caso Clínico: Paciente de 60 anos com câncer de laringe supraglótica, radioterapia prévia, trismo (abertura bucal 2 cm) e Mallampati não avaliável. Cirurgia eletiva de laringectomia total programada.

Ponto 28 — Q46 — CASO CLÍNICO Caso Clínico: Paciente de 60 anos com câncer de laringe supraglótica, radioterapia prévia, trismo (abertura bucal 2 cm) e Mallampati não avaliável. Cirurgia eletiva de laringectomia total programada. 46. A estratégia de manejo de via aérea mais segura para este paciente é:","Intubação em sequência rápida com succinilcolina, pois qualquer técnica é igualmente segura em mãos experientes",Intubação orotraqueal com videolaringoscópio após indução inalatória com sevoflurano,"Intubação com fibrobroncoscópio flexível com paciente acordado e anestesia tópica (awake FOI), preservando ventilação espontânea",Traqueostomia sob anestesia geral padrão como primeira escolha em qualquer neoplasia de laringe || E) Máscara laríngea de 2ª geração com canal gástrico e gastroscópio guia para intubação,A,Alternativa E preservada junto da D para compatibilidade.,,,,
sim-me2simuladosemestral150questoeshtml-48,ME2,,"Ponto 28 — Q47 47. Na intubação em sequência rápida (ISR), qual é o objetivo da pressão cricóidea (manobra de Sellick) e qual é sua principal limitação?",Melhorar a visualização laringoscópica; limitação: pode causar broncoespasmo ao comprimir a traqueia,"Ocluir o esôfago pelo deslocamento posterior da cartilagem cricóidea, prevenindo regurgitação; limitação: pode piorar a visão laringoscópica e não previne completamente a regurgitação — uso controverso",Estabilizar a laringe para facilitar a passagem do tubo; não tem limitações relevantes em adultos,Prevenir bradicardia vagal durante laringoscopia; limitação: ineficaz em pacientes em uso de betabloqueadores || E) Comprimir a traqueia para prevenir broncoaspiração de conteúdo gástrico; sem evidência de benefício apenas em crianças,A,Alternativa E preservada junto da D para compatibilidade.,,,,
sim-me2simuladosemestral150questoeshtml-49,ME2,,"Caso Clínico: Após indução anestésica em paciente de 55 anos (estômago cheio, trauma abdominal), a laringoscopia direta mostra Cormack-Lehane IV. A tentativa com videolaringoscópio também falha. O paciente apresenta SpO₂ 82% e não pode ser ventilado com máscara facial.

Ponto 28 — Q48 — CASO CLÍNICO Caso Clínico: Após indução anestésica em paciente de 55 anos (estômago cheio, trauma abdominal), a laringoscopia direta mostra Cormack-Lehane IV. A tentativa com videolaringoscópio também falha. O paciente apresenta SpO₂ 82% e não pode ser ventilado com máscara facial. 48. Segundo o algoritmo de via aérea difícil (DAS/ASA), esta situação (não intubo/não ventilo — CICV) exige como conduta definitiva imediata:",Terceira tentativa de laringoscopia direta com lâmina diferente,Inserção de máscara laríngea Supreme e aguardar SpO₂ melhorar antes de nova tentativa,Acesso cirúrgico de emergência à via aérea: cricotireoidostomia (incisão ou técnica de Scalpel-Bougie-Tube),Ventilação jet transtraqueal como medida definitiva || E) Chamar ajuda e aguardar recuperação espontânea da consciência,A,Alternativa E preservada junto da D para compatibilidade.,,,,
sim-me2simuladosemestral150questoeshtml-5,ME2,,"Caso Clínico: Durante manutenção anestésica com desflurano 6%, o anestesiologista aumenta rapidamente a concentração para 9% sem reduzir outros agentes. Imediatamente o paciente apresenta taquicardia (FC 118 bpm) e hipertensão (PA 165/95 mmHg).

Ponto 20 — Q4 — CASO CLÍNICO Caso Clínico: Durante manutenção anestésica com desflurano 6%, o anestesiologista aumenta rapidamente a concentração para 9% sem reduzir outros agentes. Imediatamente o paciente apresenta taquicardia (FC 118 bpm) e hipertensão (PA 165/95 mmHg). 4. O mecanismo responsável por essa resposta hemodinâmica ao aumento agudo do desflurano é:",Bloqueio dos receptores alfa-1 adrenérgicos periféricos,Ativação simpática reflexa por irritação das vias aéreas superiores e receptores pulmonares irritantes,Efeito inotrópico positivo direto e aumento do débito cardíaco,Inibição dos barorreceptores carotídeos com taquicardia reflexa || E) Liberação de catecolaminas por ação direta sobre a medula adrenal,A,Alternativa E preservada junto da D para compatibilidade.,,,,
sim-me2simuladosemestral150questoeshtml-50,ME2,,"Ponto 28 — Q49 49. Qual máscara laríngea de segunda geração possui canal de drenagem gástrica, cuff orofaríngeo e esofágico e permite pressão de vedamento mais elevada (≥ 30 cmH₂O), sendo recomendada em cirurgias laparoscópicas?",LMA Classic (1ª geração),LMA Fastrach (LMA de intubação),LMA ProSeal ou LMA Supreme (2ª geração),Cânula de Guedel com insuflação orofaríngea || E) Máscara facial com PEEP valve,A,Alternativa E preservada junto da D para compatibilidade.,,,,
sim-me2simuladosemestral150questoeshtml-51,ME2,,"Caso Clínico: Paciente de 35 anos, ASA I, para apendicectomia de emergência. Última refeição há 3 horas (sólidos). Mallampati I, DTM 7 cm, abertura bucal normal. O plantonista propõe ISR com succinilcolina para intubação rápida e prevenir broncoaspiração.

Ponto 28 — Q50 — CASO CLÍNICO Caso Clínico: Paciente de 35 anos, ASA I, para apendicectomia de emergência. Última refeição há 3 horas (sólidos). Mallampati I, DTM 7 cm, abertura bucal normal. O plantonista propõe ISR com succinilcolina para intubação rápida e prevenir broncoaspiração. 50. Sobre a técnica de ISR, qual das afirmativas abaixo é CORRETA?",Deve-se realizar ventilação manual com máscara entre a administração dos fármacos e a intubação para prevenir dessaturação,"A pré-oxigenação adequada (FiO₂ 1,0 por 3 minutos em VE normal ou 8 respirações de CVF) é etapa essencial que deve preceder os fármacos de indução, sem ventilação manual após os relaxantes até confirmar intubação","O rocurônio 0,6 mg/kg pode substituir a succinilcolina na ISR com o mesmo tempo de início de ação",A ISR não é necessária com intervalo de jejum de 3 horas para sólidos em adultos || E) A aplicação da manobra de Sellick deve ser iniciada imediatamente após a intubação para prevenir extubação acidental,A,Alternativa E preservada junto da D para compatibilidade.,,,,
sim-me2simuladosemestral150questoeshtml-6,ME2,,"Ponto 20 — Q5 5. Sobre os efeitos cardiovasculares dos anestésicos inalatórios, qual afirmativa é CORRETA?",O isoflurano aumenta a frequência cardíaca por reflexo barorreceptor e é associado à síndrome do roubo coronariano em pacientes com doença coronária,"O halotano sensibiliza o miocárdio às catecolaminas, mas não aumenta o risco de arritmias ventriculares","O sevoflurano prolonga significativamente o QT, sendo formalmente contraindicado em síndrome de Brugada",O desflurano aumenta o débito cardíaco por efeito inotrópico positivo dose-dependente || E) O óxido nitroso reduz a pressão arterial sistêmica por vasodilatação direta potente,A,Alternativa E preservada junto da D para compatibilidade.,,,,
sim-me2simuladosemestral150questoeshtml-7,ME2,,"Ponto 20 — Q6 6. Em relação aos efeitos dos anestésicos inalatórios sobre a ventilação e vias aéreas, é CORRETO que:",Todos os halogenados causam broncoespasmo dose-dependente relevante clinicamente,O sevoflurano é preferido para indução inalatória em pediatria pelo odor agradável e baixa irritabilidade de vias aéreas,O desflurano é o agente de escolha para indução inalatória em crianças por sua baixa solubilidade e recuperação rápida,Os halogenados aumentam a resposta ventilatória à hipercapnia de forma dose-dependente || E) O isoflurano é broncodilatador mais potente que o sevoflurano em modelos experimentais,A,Alternativa E preservada junto da D para compatibilidade.,,,,
sim-me2simuladosemestral150questoeshtml-8,ME2,,"Caso Clínico: Paciente de 45 anos, 80 kg, ASA I, recebe propofol 2 mg/kg em bolus rápido para indução. Secondos após, PA cai para 80/50 mmHg e FC reduz de 78 para 58 bpm.

Ponto 21 — Q7 — CASO CLÍNICO Caso Clínico: Paciente de 45 anos, 80 kg, ASA I, recebe propofol 2 mg/kg em bolus rápido para indução. Secondos após, PA cai para 80/50 mmHg e FC reduz de 78 para 58 bpm. 7. O principal mecanismo da hipotensão induzida pelo propofol é:",Bloqueio dos canais de cálcio tipo L no músculo cardíaco,Vasodilatação arterial e venosa por inibição do tônus simpático e efeito direto no músculo liso vascular,Liberação maciça de histamina mediada por IgE,Inibição da síntese de catecolaminas na medula adrenal || E) Bloqueio competitivo dos receptores beta-1 adrenérgicos miocárdicos,A,Alternativa E preservada junto da D para compatibilidade.,,,,
sim-me2simuladosemestral150questoeshtml-9,ME2,,"Ponto 21 — Q8 8. Qual anestésico venoso está associado a manutenção ou aumento da pressão arterial, broncodilatação e analgesia dissociativa, sendo útil em pacientes hemodinamicamente instáveis?",Propofol,Etomidato,Cetamina,Dexmedetomidina || E) Midazolam,A,Alternativa E preservada junto da D para compatibilidade.,,,,
sim-me2simuladosemestral250questoeshtml-10,ME2,,"Sobre os vaporizadores de anestesia inalatória do tipo Tec 5/Tec 7 (vaporizadores de desvio calibrados), assinale a alternativa CORRETA:","Podem ser usados com qualquer agente anestésico sem risco, pois são universais",O enchimento acidental de um vaporizador de isoflurano com desflurano resultará em subdosagem do agente,A pressão atmosférica não influencia a concentração de vapor liberada pelo vaporizador,São termossensíveis e possuem mecanismo de compensação para manter concentração constante com variações de temperatura || E) O desflurano pode ser usado em vaporizador Tec 7 convencional sem risco,D,Q9 — D | Os vaporizadores tipo Tec possuem compensação bimetálica para temperatura. O enchimento com agente errado causaria superdosagem (halotano no isoflurano) ou subdosagem. Desflurano requer vaporizador aquecido pressurizado específico (Tec 6). Alternativa E preservada junto da D para compatibilidade.,,,,
sim-me2simuladosemestral250questoeshtml-11,ME2,,"Qual é o principal produto tóxico formado pela reação do sevoflurano com a cal sodada aquecida (>60°C), e qual sua relevância clínica?",Monóxido de carbono — causa carboxiemoglobinemia grave com SpO₂ normal,"Composto A — nefrotóxico em ratos, mas sem nefrotoxicidade clinicamente demonstrada em humanos em baixos fluxos habituais","Ácido fluorídrico — corrosivo para as vias aéreas, contraindicando o sevoflurano em circuito fechado","Formaldeído — carcinogênico, exigindo filtros especiais no circuito || E) Composto B — causa hepatotoxicidade grave semelhante ao halotano",B,"Q10 — B | O Composto A é o principal produto da degradação do sevoflurano pela cal sodada aquecida; nefrotóxico em ratos em doses altas, mas sem nefrotoxicidade clinicamente relevante demonstrada em humanos com fluxos ≥ 2 L/min. Alternativa E preservada junto da D para compatibilidade.",,,,
